hostname;mainIp;cpu;ram;hd
SPT157673;SPT157673;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;238.34 GB
SPT157676;SPT157676;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;1397.00 GB
SPT157678;SPT157678;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;1169.70 GB
SPT157679;SPT157679;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;1408.18 GB
SPT157680;SPT157680;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;1169.86 GB
SPT157681;SPT157681;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;238.34 GB
SPT157682;SPT157682;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;238.34 GB
SPT157683;SPT157683;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;1154.81 GB
SPT157684;SPT157684;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;476.31 GB
SPT157686;SPT157686;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;1169.71 GB
spt157689;spt157689;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;1408.19 GB
SPT157690;SPT157690;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;476.82 GB
SPT157691;SPT157691;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;238.34 GB
SPT157692;SPT157692;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;1169.70 GB
SPT157693;SPT157693;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;238.34 GB
SPT157694;SPT157694;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;931.37 GB
SPT157695;SPT157695;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;1169.86 GB
SPT157698;SPT157698;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;223.46 GB
SPT157699;SPT157699;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;1377.44 GB
SPT157701;SPT157701;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;941.48 GB
SPT157702;SPT157702;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;238.35 GB
SPT157704;SPT157704;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;1169.87 GB
SPT157705;SPT157705;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;1169.70 GB
SPT157706;SPT157706;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;238.36 GB
SPT157707;SPT157707;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;476.81 GB
SPT157708;SPT157708;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;931.37 GB
spt157709;spt157709;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;465.65 GB
SPT157710;SPT157710;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;1154.81 GB
SPT157711;SPT157711;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;238.36 GB
SPT157714;SPT157714;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;238.34 GB
SPT157716;SPT157716;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;238.34 GB
SPT157719;SPT157719;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;N/A;1154.85 GB
SPT157721;SPT157721;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;1154.80 GB
SPT157724;SPT157724;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;1169.76 GB
SPT157725;SPT157725;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;1169.71 GB
SPT157805;SPT157805;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;8.0 GB;1430.68 GB
SPT158;SPT158;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;238.35 GB
SPT158283;SPT158283;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;238.25 GB
SPT158284;SPT158284;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;238.25 GB
SPT158285;SPT158285;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;238.25 GB
SPT158286;SPT158286;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;238.25 GB
SPT158287;SPT158287;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;238.24 GB
SPT158288;SPT158288;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;238.25 GB
SPT158290;SPT158290;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;238.24 GB
SPT158291;SPT158291;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;238.25 GB
SPT158292;SPT158292;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;238.25 GB
SPT158293;SPT158293;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;238.25 GB
SPT158295;SPT158295;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;238.24 GB
SPT158296;SPT158296;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;238.24 GB
SPT158297;SPT158297;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;238.35 GB
SPT158298;SPT158298;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;238.25 GB
SPT158299;SPT158299;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;238.35 GB
SPT158300;SPT158300;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;238.25 GB
SPT158301;SPT158301;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;238.25 GB
SPT158302;SPT158302;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;238.24 GB
SPT158303;SPT158303;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;238.25 GB
SPT158304;SPT158304;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;238.25 GB
SPT158305;SPT158305;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;238.25 GB
SPT158306;SPT158306;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;238.25 GB
SPT158307;SPT158307;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;238.25 GB
SPT158308;SPT158308;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;238.25 GB
SPT158309;SPT158309;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;238.25 GB
SPT158310;SPT158310;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;238.25 GB
SPT158311;SPT158311;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;238.25 GB
SPT158312;SPT158312;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;238.24 GB
SPT158313;SPT158313;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;238.25 GB
SPT158316;SPT158316;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;238.25 GB
SPT158317;SPT158317;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;N/A;238.36 GB
SPT158319;SPT158319;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;238.36 GB
SPT158321;SPT158321;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;238.25 GB
SPT158322;SPT158322;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;238.25 GB
SPT158323;SPT158323;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;238.25 GB
spt158324;spt158324;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;N/A;238.36 GB
SPT158324;SPT158324;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;N/A;238.35 GB
SPT158325;SPT158325;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;238.25 GB
spt158326;spt158326;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;238.25 GB
SPT158328;SPT158328;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;238.25 GB
SPT158329;SPT158329;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;238.24 GB
SPT158330;SPT158330;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;238.25 GB
SPT158331;SPT158331;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;238.25 GB
SPT158332;SPT158332;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;238.25 GB
SPT158333;SPT158333;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;238.45 GB
SPT158334;SPT158334;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;238.25 GB
SPT158335;SPT158335;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;238.25 GB
SPT158337;SPT158337;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;238.25 GB
SPT158338;SPT158338;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;238.25 GB
SPT158339;SPT158339;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;238.36 GB
SPT158340;SPT158340;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;238.35 GB
SPT158341;SPT158341;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;238.24 GB
SPT158342;SPT158342;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;238.25 GB
SPT158343;SPT158343;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;238.24 GB
SPT158344;SPT158344;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;238.24 GB
SPT158345;SPT158345;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;238.36 GB
SPT158346;SPT158346;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;238.24 GB
SPT158347;SPT158347;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;238.25 GB
SPT158348;SPT158348;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;238.25 GB
SPT158349;SPT158349;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;238.36 GB
SPT158350;SPT158350;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;238.24 GB
SPT158351;SPT158351;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;238.25 GB
SPT158352;SPT158352;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;238.25 GB
SPT158353;SPT158353;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;238.25 GB
SPT158354;SPT158354;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;238.25 GB
SPT158355;SPT158355;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;238.25 GB
SPT158356;SPT158356;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;238.25 GB
SPT158357;SPT158357;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;238.24 GB
SPT158358;SPT158358;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;238.25 GB
SPT158359;SPT158359;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;238.25 GB
SPT158360;SPT158360;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;238.24 GB
SPT158361;SPT158361;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;238.25 GB
SPT158362;SPT158362;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;1169.86 GB
SPT158363;SPT158363;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;238.25 GB
SPT158364;SPT158364;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;238.25 GB
SPT158365;SPT158365;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;238.25 GB
SPT158366;SPT158366;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;238.25 GB
SPT158367;SPT158367;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;238.25 GB
SPT158368;SPT158368;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;238.25 GB
SPT158369;SPT158369;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;238.24 GB
SPT158370;SPT158370;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;238.25 GB
SPT158371;SPT158371;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;238.25 GB
SPT158372;SPT158372;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;238.25 GB
SPT158373;SPT158373;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;238.25 GB
SPT158374;SPT158374;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;237.58 GB
SPT158375;SPT158375;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;238.25 GB
SPT158377;SPT158377;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;238.25 GB
SPT158378;SPT158378;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;238.25 GB
SPT158380;SPT158380;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;238.24 GB
SPT158382;SPT158382;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;238.25 GB
SPT158385;SPT158385;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;238.24 GB
SPT158386;SPT158386;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;238.25 GB
SPT158387;SPT158387;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;238.25 GB
SPT158388;SPT158388;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;238.24 GB
SPT158389;SPT158389;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;238.25 GB
SPT158390;SPT158390;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;238.25 GB
SPT158391;SPT158391;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;238.25 GB
SPT158392;SPT158392;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;238.36 GB
SPT158393;SPT158393;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;238.25 GB
SPT158394;SPT158394;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;238.25 GB
SPT158395;SPT158395;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;238.25 GB
SPT158396;SPT158396;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;238.25 GB
SPT158397;SPT158397;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;238.25 GB
SPT158398;SPT158398;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;238.25 GB
SPT158399;SPT158399;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;238.25 GB
SPT158400;SPT158400;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;238.24 GB
SPT158401;SPT158401;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;238.25 GB
SPT158402;SPT158402;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;238.25 GB
SPT158404;SPT158404;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;638.90 GB
SPT158406;SPT158406;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;238.25 GB
SPT158407;SPT158407;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;238.24 GB
SPT158409;SPT158409;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;238.24 GB
SPT158410;SPT158410;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;238.24 GB
SPT158411;SPT158411;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;238.25 GB
SPT158412;SPT158412;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;238.24 GB
SPT158413;SPT158413;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;238.35 GB
SPT158414;SPT158414;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;476.81 GB
SPT158416;SPT158416;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;238.25 GB
SPT158421;SPT158421;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;238.25 GB
SPT158422;SPT158422;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;238.25 GB
SPT158465;SPT158465;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;476.91 GB
SPT158466;SPT158466;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;476.91 GB
SPT158467;SPT158467;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;476.91 GB
SPT158468;SPT158468;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;476.91 GB
SPT158469;SPT158469;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;476.91 GB
SPT158470;SPT158470;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;476.81 GB
SPT158471;SPT158471;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;476.91 GB
SPT158472;SPT158472;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;476.81 GB
SPT158473;SPT158473;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;2339.81 GB
SPT158474;SPT158474;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;476.81 GB
SPT158475;SPT158475;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;476.81 GB
SPT158476;SPT158476;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;476.81 GB
SPT158477;SPT158477;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;476.81 GB
SPT158478;SPT158478;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;476.80 GB
SPT158479;SPT158479;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;476.81 GB
SPT158480;SPT158480;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;476.83 GB
SPT158481;SPT158481;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;2339.82 GB
SPT158482;SPT158482;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;476.81 GB
SPT158483;SPT158483;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;476.81 GB
SPT158484;SPT158484;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;476.81 GB
SPT158485;SPT158485;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;476.81 GB
SPT158486;SPT158486;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;476.81 GB
SPT158487;SPT158487;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;476.81 GB
SPT158488;SPT158488;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;476.81 GB
SPT158489;SPT158489;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;476.81 GB
SPT158490;SPT158490;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;476.81 GB
SPT158491;SPT158491;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;476.81 GB
SPT158492;SPT158492;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;476.81 GB
SPT158493;SPT158493;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;476.81 GB
SPT158494;SPT158494;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;476.81 GB
SPT158495;SPT158495;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;534.09 GB
SPT158496;SPT158496;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;476.81 GB
SPT158497;SPT158497;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;487.66 GB
SPT158498;SPT158498;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;476.81 GB
SPT158499;SPT158499;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;476.81 GB
SPT158501;SPT158501;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;476.81 GB
SPT158502;SPT158502;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;476.81 GB
SPT158503;SPT158503;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;1408.32 GB
SPT158504;SPT158504;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;476.81 GB
SPT158505;SPT158505;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;476.81 GB
SPT158506;SPT158506;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;476.81 GB
SPT158507;SPT158507;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;476.81 GB
SPT158508;SPT158508;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;476.81 GB
SPT158509;SPT158509;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;476.81 GB
SPT158510;SPT158510;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;476.81 GB
SPT158511;SPT158511;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;32.0 GB;476.81 GB
SPT158527;SPT158527;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;238.25 GB
SPT158528;SPT158528;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;238.25 GB
SPT158529;SPT158529;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;238.25 GB
SPT158530;SPT158530;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;238.25 GB
SPT158531;SPT158531;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;238.25 GB
SPT158532;SPT158532;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;238.25 GB
SPT158533;SPT158533;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;238.25 GB
SPT158534;SPT158534;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;238.25 GB
SPT158535;SPT158535;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;238.25 GB
SPT158536;SPT158536;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;238.25 GB
SPT158537;SPT158537;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;238.25 GB
SPT158538;SPT158538;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;238.25 GB
spt158539;spt158539;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;238.35 GB
SPT158540;SPT158540;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;238.25 GB
SPT158541;SPT158541;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;238.25 GB
SPT158542;SPT158542;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;238.25 GB
SPT158543;SPT158543;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;238.25 GB
SPT158544;SPT158544;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;296.79 GB
SPT158545;SPT158545;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;238.24 GB
SPT158546;SPT158546;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;238.25 GB
SPT158547;SPT158547;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;238.25 GB
SPT158548;SPT158548;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;238.24 GB
SPT158549;SPT158549;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;238.24 GB
SPT158550;SPT158550;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;238.24 GB
SPT158551;SPT158551;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;238.25 GB
SPT158552;SPT158552;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;238.25 GB
SPT158553;SPT158553;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;238.25 GB
SPT158554;SPT158554;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;238.36 GB
SPT158555;SPT158555;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;238.25 GB
SPT158556;SPT158556;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;238.35 GB
SPT158557;SPT158557;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;238.36 GB
SPT158558;SPT158558;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;238.35 GB
SPT158560;SPT158560;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;238.36 GB
spt158561;spt158561;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;238.36 GB
SPT158562;SPT158562;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;238.25 GB
SPT158563;SPT158563;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;238.36 GB
SPT158564;SPT158564;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;238.24 GB
SPT158565;SPT158565;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;238.24 GB
SPT158566;SPT158566;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;238.25 GB
SPT158567;SPT158567;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;238.25 GB
SPT158568;SPT158568;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;238.24 GB
SPT158569;SPT158569;Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz;16.0 GB;238.36 GB
